admission_date,daily_admissions,daily_revenue,avg_los
2023-10-21,20,118415.36,4.5
2023-10-22,13,88341.15,5.3076923076923075
2023-10-23,22,128453.07,4.0
2023-10-24,16,100001.32,4.9375
2023-10-25,14,81310.67,4.0
2023-10-26,18,100549.56,4.0
2023-10-27,17,108215.59,4.9411764705882355
2023-10-28,20,114089.76,3.85
2023-10-29,16,98767.15,4.4375
2023-10-30,19,112764.07,4.052631578947368
2023-10-31,19,118579.94,4.526315789473684
2023-11-01,18,107206.3,4.277777777777778
2023-11-02,16,85026.67,3.5
2023-11-03,8,35996.700000000004,2.875
2023-11-04,12,70323.69,4.0
2023-11-05,16,92423.42,3.875
2023-11-06,15,91913.06,4.2
2023-11-07,18,116140.39,4.833333333333333
2023-11-08,12,82837.58,5.416666666666667
2023-11-09,21,115412.97,4.0
2023-11-10,15,92031.82,4.466666666666667
2023-11-11,13,80224.06,4.846153846153846
2023-11-12,15,91926.29000000001,4.533333333333333
2023-11-13,20,127584.46,5.2
2023-11-14,17,119224.70999999999,5.529411764705882
2023-11-15,19,112356.2,4.315789473684211
2023-11-16,12,79568.06,5.083333333333333
2023-11-17,17,88449.5,3.3529411764705883
2023-11-18,10,69386.65,5.8
2023-11-19,15,84443.59,3.933333333333333
2023-11-20,18,113933.01,4.555555555555555
2023-11-21,22,116768.02,3.590909090909091
2023-11-22,25,166976.83,5.48
2023-11-23,16,95722.59,4.5
2023-11-24,13,86928.71,5.3076923076923075
2023-11-25,15,86409.2,3.933333333333333
2023-11-26,18,103711.4,4.222222222222222
2023-11-27,24,150204.74,4.666666666666667
2023-11-28,16,108174.0,5.3125
2023-11-29,13,78660.02,4.538461538461538
2023-11-30,13,67342.1,3.4615384615384617
2023-12-01,13,79869.39,4.384615384615385
2023-12-02,17,80902.55,3.1176470588235294
2023-12-03,15,97541.3,4.666666666666667
2023-12-04,20,114051.82,4.15
2023-12-05,11,78089.3,5.7272727272727275
2023-12-06,20,133731.5,5.2
2023-12-07,16,77302.26,2.9375
2023-12-08,23,124554.24,3.9565217391304346
2023-12-09,22,133310.95,4.2272727272727275
2023-12-10,21,119825.49,4.095238095238095
2023-12-11,22,140682.97,4.590909090909091
2023-12-12,19,97967.03,3.4210526315789473
2023-12-13,29,181934.9,4.689655172413793
2023-12-14,17,108233.58,4.823529411764706
2023-12-15,19,99820.95999999999,3.526315789473684
2023-12-16,20,108662.3,3.8
2023-12-17,15,87252.5,4.333333333333333
2023-12-18,14,77228.41,3.7142857142857144
2023-12-19,14,83934.35,4.428571428571429
2023-12-20,13,75459.44,4.153846153846154
2023-12-21,18,121256.14,5.166666666666667
2023-12-22,15,85964.8,4.066666666666666
2023-12-23,13,78309.56,4.538461538461538
2023-12-24,11,57813.54,3.4545454545454546
2023-12-25,18,127036.52,5.277777777777778
2023-12-26,16,107443.06999999999,5.3125
2023-12-27,18,111497.02,4.666666666666667
